MP,GS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Date,TSA,TS,Player_Name
40.0,1.0,11.0,21.0,0.524,3.0,7.0,0.429,1.0,2.0,0.5,0.0,4.0,4.0,5.0,5.0,0.0,5.0,4.0,26.0,18.4,2022-11-20,0.5941499085923218,23.0,bradley_beal
37.0,1.0,11.0,20.0,0.55,4.0,7.0,0.571,2.0,3.0,0.667,2.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,28.0,24.7,2022-11-25,0.6566604127579737,23.0,bradley_beal
34.0,1.0,11.0,19.0,0.579,0.0,3.0,0.0,8.0,9.0,0.889,1.0,4.0,5.0,4.0,2.0,0.0,2.0,1.0,30.0,25.0,2022-11-27,0.6533101045296167,28.0,bradley_beal
34.0,1.0,9.0,14.0,0.643,1.0,4.0,0.25,3.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,3.0,3.0,22.0,17.4,2022-11-28,0.7180156657963447,17.0,bradley_beal
38.0,1.0,9.0,20.0,0.45,1.0,6.0,0.167,6.0,9.0,0.667,3.0,2.0,5.0,6.0,0.0,0.0,5.0,0.0,25.0,15.3,2022-11-30,0.5217028380634391,29.0,bradley_beal
39.0,1.0,12.0,24.0,0.5,2.0,8.0,0.25,7.0,8.0,0.875,1.0,5.0,6.0,7.0,1.0,0.0,3.0,2.0,33.0,24.9,2022-12-02,0.5995639534883721,32.0,bradley_beal
31.0,1.0,9.0,17.0,0.529,0.0,3.0,0.0,11.0,13.0,0.846,1.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,29.0,18.8,2022-12-18,0.6382042253521127,30.0,bradley_beal
35.0,1.0,8.0,20.0,0.4,0.0,2.0,0.0,11.0,14.0,0.786,2.0,4.0,6.0,6.0,1.0,1.0,2.0,1.0,27.0,21.1,2022-12-20,0.5160550458715596,34.0,bradley_beal
31.0,1.0,13.0,20.0,0.65,0.0,3.0,0.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,0.0,0.0,2.0,2.0,30.0,23.8,2022-12-22,0.6893382352941176,24.0,bradley_beal
34.0,1.0,10.0,16.0,0.625,2.0,4.0,0.5,2.0,3.0,0.667,0.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,24.0,16.7,2022-12-23,0.6928406466512702,19.0,bradley_beal
29.0,1.0,8.0,15.0,0.533,3.0,5.0,0.6,0.0,0.0,,1.0,0.0,1.0,5.0,0.0,2.0,3.0,1.0,19.0,13.9,2022-12-27,0.6333333333333333,15.0,bradley_beal
13.0,1.0,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,8.0,7.8,2023-01-03,0.5076142131979695,9.0,bradley_beal
28.0,1.0,7.0,11.0,0.636,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,18.0,16.2,2023-01-18,0.7305194805194805,14.0,bradley_beal
27.0,1.0,7.0,14.0,0.5,2.0,3.0,0.667,1.0,1.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,1.0,3.0,17.0,15.0,2023-01-21,0.5886426592797784,15.0,bradley_beal
30.0,1.0,7.0,17.0,0.412,2.0,2.0,1.0,6.0,9.0,0.667,0.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,22.0,11.2,2023-01-24,0.5248091603053435,26.0,bradley_beal
29.0,1.0,7.0,17.0,0.412,0.0,3.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,17.0,9.2,2023-01-25,0.453091684434968,21.0,bradley_beal
32.0,1.0,5.0,17.0,0.294,2.0,6.0,0.333,4.0,5.0,0.8,1.0,3.0,4.0,5.0,0.0,1.0,5.0,1.0,16.0,6.1,2023-01-28,0.4166666666666667,22.0,bradley_beal
29.0,1.0,8.0,14.0,0.571,3.0,6.0,0.5,2.0,2.0,1.0,0.0,7.0,7.0,7.0,0.0,2.0,2.0,1.0,21.0,20.4,2023-01-30,0.7056451612903225,16.0,bradley_beal
32.0,1.0,14.0,25.0,0.56,4.0,10.0,0.4,2.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,34.0,22.7,2023-02-03,0.6568778979907265,27.0,bradley_beal
32.0,1.0,7.0,15.0,0.467,1.0,5.0,0.2,2.0,2.0,1.0,0.0,4.0,4.0,10.0,1.0,3.0,3.0,2.0,17.0,16.8,2023-02-08,0.535264483627204,17.0,bradley_beal
31.0,1.0,13.0,18.0,0.722,4.0,5.0,0.8,2.0,2.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,5.0,4.0,32.0,25.5,2023-02-11,0.8474576271186441,20.0,bradley_beal
34.0,1.0,13.0,23.0,0.565,3.0,8.0,0.375,4.0,5.0,0.8,1.0,2.0,3.0,4.0,1.0,0.0,4.0,2.0,33.0,22.0,2023-02-13,0.6547619047619048,28.0,bradley_beal
32.0,1.0,7.0,15.0,0.467,1.0,5.0,0.2,4.0,5.0,0.8,0.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,19.0,12.5,2023-02-14,0.5523255813953488,20.0,bradley_beal
34.0,1.0,14.0,28.0,0.5,4.0,8.0,0.5,3.0,3.0,1.0,1.0,5.0,6.0,5.0,3.0,0.0,4.0,2.0,35.0,24.9,2023-02-16,0.596862210095498,31.0,bradley_beal
35.0,1.0,6.0,14.0,0.429,1.0,4.0,0.25,3.0,3.0,1.0,0.0,2.0,2.0,8.0,1.0,2.0,5.0,4.0,16.0,10.6,2023-02-24,0.5221932114882506,17.0,bradley_beal
36.0,1.0,7.0,17.0,0.412,1.0,3.0,0.333,3.0,7.0,0.429,1.0,6.0,7.0,8.0,0.0,0.0,3.0,0.0,18.0,12.4,2023-02-26,0.4482071713147411,24.0,bradley_beal
35.0,1.0,17.0,30.0,0.567,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,2.0,2.0,37.0,26.8,2023-02-28,0.5990932642487047,32.0,bradley_beal
35.0,1.0,5.0,14.0,0.357,3.0,4.0,0.75,2.0,3.0,0.667,0.0,5.0,5.0,5.0,0.0,0.0,4.0,3.0,15.0,6.6,2023-03-02,0.489556135770235,17.0,bradley_beal
41.0,1.0,7.0,22.0,0.318,2.0,3.0,0.667,5.0,6.0,0.833,2.0,2.0,4.0,10.0,0.0,2.0,5.0,0.0,21.0,13.4,2023-03-04,0.42613636363636365,28.0,bradley_beal
35.0,1.0,15.0,32.0,0.469,0.0,5.0,0.0,3.0,3.0,1.0,2.0,7.0,9.0,2.0,1.0,0.0,2.0,5.0,33.0,18.5,2023-03-05,0.4951980792316927,35.0,bradley_beal
37.0,1.0,14.0,21.0,0.667,1.0,2.0,0.5,3.0,5.0,0.6,1.0,6.0,7.0,7.0,1.0,1.0,4.0,1.0,32.0,26.8,2023-03-07,0.6896551724137931,26.0,bradley_beal
36.0,1.0,8.0,19.0,0.421,0.0,2.0,0.0,8.0,9.0,0.889,1.0,2.0,3.0,8.0,3.0,1.0,5.0,3.0,24.0,17.9,2023-03-08,0.5226480836236934,28.0,bradley_beal
37.0,1.0,11.0,24.0,0.458,1.0,5.0,0.2,4.0,4.0,1.0,1.0,5.0,6.0,5.0,2.0,1.0,2.0,3.0,27.0,19.8,2023-03-10,0.5240683229813664,28.0,bradley_beal
29.0,1.0,5.0,12.0,0.417,0.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,13.0,8.2,2023-03-12,0.487987987987988,15.0,bradley_beal
32.0,1.0,8.0,18.0,0.444,1.0,3.0,0.333,5.0,7.0,0.714,1.0,7.0,8.0,5.0,1.0,1.0,3.0,3.0,22.0,15.6,2023-03-17,0.5218216318785579,25.0,bradley_beal
32.0,1.0,8.0,17.0,0.471,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,20.0,8.4,2023-03-18,0.5592841163310962,19.0,bradley_beal
31.0,1.0,4.0,15.0,0.267,0.0,4.0,0.0,8.0,10.0,0.8,2.0,3.0,5.0,7.0,0.0,0.0,2.0,6.0,16.0,9.1,2023-03-21,0.4123711340206186,25.0,bradley_beal
26.0,0.0,5.0,10.0,0.5,3.0,6.0,0.5,4.0,5.0,0.8,2.0,7.0,9.0,2.0,2.0,0.0,0.0,5.0,17.0,16.5,2023-04-04,0.6967213114754098,15.0,jay_huff
23.0,0.0,4.0,7.0,0.571,1.0,2.0,0.5,4.0,4.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,5.0,13.0,9.8,2023-04-07,0.7420091324200914,11.0,jay_huff
23.0,0.0,5.0,9.0,0.556,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,13.0,8.2,2022-10-18,0.7222222222222222,9.0,kendrick_nunn
19.0,0.0,4.0,12.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,9.0,0.7,2022-10-26,0.375,12.0,kendrick_nunn
12.0,0.0,4.0,9.0,0.444,1.0,4.0,0.25,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.5,2022-10-28,0.4766949152542373,10.0,kendrick_nunn
26.0,1.0,7.0,11.0,0.636,2.0,4.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,18.0,11.1,2022-11-07,0.7575757575757576,13.0,kendrick_nunn
20.0,0.0,4.0,8.0,0.5,3.0,6.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,13.0,7.3,2022-11-20,0.7319819819819819,10.0,kendrick_nunn
15.0,0.0,3.0,9.0,0.333,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,3.9,2022-11-25,0.4554655870445344,11.0,kendrick_nunn
15.0,0.0,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,4.2,2022-11-26,0.5833333333333334,6.0,kendrick_nunn
11.0,0.0,1.0,5.0,0.2,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2022-11-28,0.4251700680272109,7.0,kendrick_nunn
14.0,0.0,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.5,2022-11-30,0.3333333333333333,6.0,kendrick_nunn
21.0,0.0,6.0,13.0,0.462,1.0,5.0,0.2,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,15.0,10.4,2022-12-07,0.5403458213256483,15.0,kendrick_nunn
19.0,0.0,6.0,12.0,0.5,3.0,6.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,10.9,2022-12-19,0.6599378881987578,14.0,kendrick_nunn
14.0,0.0,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,2023-01-04,0.5,9.0,kendrick_nunn
26.0,0.0,9.0,16.0,0.563,3.0,7.0,0.429,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,23.0,18.3,2023-01-06,0.6812796208530806,18.0,kendrick_nunn
13.0,0.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.3,2023-01-07,0.3333333333333333,3.0,kendrick_nunn
23.0,0.0,6.0,15.0,0.4,2.0,7.0,0.286,1.0,2.0,0.5,1.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,15.0,7.7,2023-01-09,0.4722921914357682,17.0,kendrick_nunn
19.0,0.0,4.0,11.0,0.364,3.0,8.0,0.375,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.5,2023-01-12,0.505050505050505,13.0,kendrick_nunn
19.0,0.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,5.0,2023-01-15,0.6666666666666666,3.0,kendrick_nunn
23.0,0.0,7.0,12.0,0.583,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,15.0,10.7,2023-01-16,0.625,12.0,kendrick_nunn
16.0,0.0,5.0,8.0,0.625,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,9.8,2023-01-18,0.875,8.0,kendrick_nunn
21.0,0.0,4.0,10.0,0.4,3.0,9.0,0.333,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,1.0,4.0,11.0,5.2,2023-01-20,0.55,10.0,kendrick_nunn
15.0,0.0,2.0,5.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,4.8,2023-01-22,0.4251700680272109,7.0,kendrick_nunn
22.0,0.0,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,12.0,14.1,2023-01-25,0.6666666666666666,9.0,kendrick_nunn
17.0,0.0,5.0,13.0,0.385,2.0,7.0,0.286,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,3.7,2023-01-28,0.46153846153846156,13.0,kendrick_nunn
20.0,0.0,5.0,11.0,0.455,1.0,3.0,0.333,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,12.0,9.6,2023-01-30,0.5244755244755245,12.0,kendrick_nunn
17.0,0.0,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,4.2,2023-02-03,0.6,5.0,kendrick_nunn
20.0,0.0,1.0,4.0,0.25,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,-0.2,2023-02-04,0.4699248120300752,7.0,kendrick_nunn
15.0,0.0,3.0,6.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,8.0,5.3,2023-02-06,0.5813953488372093,8.0,kendrick_nunn
22.0,0.0,4.0,8.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,10.0,10.7,2023-02-11,0.625,8.0,kendrick_nunn
29.0,0.0,5.0,7.0,0.714,2.0,3.0,0.667,1.0,2.0,0.5,0.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,13.0,14.1,2023-02-13,0.8248730964467005,9.0,kendrick_nunn
12.0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,2023-02-16,0.75,2.0,kendrick_nunn
14.0,0.0,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,-0.1,2023-02-26,0.2857142857142857,7.0,kendrick_nunn
15.0,0.0,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,8.0,3.9,2023-02-28,0.5,8.0,kendrick_nunn
17.0,0.0,5.0,13.0,0.385,2.0,7.0,0.286,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,12.0,6.2,2023-03-28,0.46153846153846156,13.0,kendrick_nunn
13.0,0.0,5.0,10.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,12.0,7.4,2023-03-31,0.6,10.0,kendrick_nunn
13.0,0.0,4.0,6.0,0.667,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,11.0,7.0,2023-04-02,0.9166666666666666,6.0,kendrick_nunn
22.0,0.0,9.0,17.0,0.529,5.0,6.0,0.833,1.0,2.0,0.5,1.0,6.0,7.0,6.0,2.0,1.0,1.0,2.0,24.0,22.9,2023-04-04,0.6711409395973155,19.0,kendrick_nunn
26.0,0.0,7.0,17.0,0.412,1.0,6.0,0.167,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,15.0,7.2,2023-04-05,0.4411764705882353,17.0,kendrick_nunn
16.0,0.0,1.0,6.0,0.167,1.0,5.0,0.2,4.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,7.0,3.9,2023-04-07,0.45103092783505155,10.0,kendrick_nunn
21.0,0.0,4.0,9.0,0.444,2.0,4.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,12.0,8.9,2023-04-09,0.6072874493927125,11.0,kendrick_nunn
18.0,0.0,3.0,4.0,0.75,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,6.7,2022-10-30,0.75,4.0,jordan_goodwin
26.0,0.0,4.0,7.0,0.571,1.0,4.0,0.25,0.0,0.0,,4.0,4.0,8.0,5.0,2.0,1.0,0.0,3.0,9.0,14.7,2022-11-06,0.6428571428571429,7.0,jordan_goodwin
28.0,0.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,1.0,6.0,7.0,6.0,1.0,0.0,2.0,2.0,2.0,4.5,2022-11-10,0.25,4.0,jordan_goodwin
20.0,0.0,3.0,8.0,0.375,3.0,3.0,1.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,9.0,8.2,2022-11-12,0.5625,8.0,jordan_goodwin
26.0,0.0,3.0,7.0,0.429,3.0,4.0,0.75,1.0,2.0,0.5,1.0,7.0,8.0,4.0,1.0,1.0,0.0,2.0,10.0,12.4,2022-11-13,0.6345177664974619,9.0,jordan_goodwin
19.0,0.0,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,2022-11-16,0.6666666666666666,3.0,jordan_goodwin
24.0,0.0,2.0,4.0,0.5,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,5.0,4.2,2022-11-20,0.5122950819672131,6.0,jordan_goodwin
24.0,1.0,3.0,7.0,0.429,1.0,2.0,0.5,1.0,3.0,0.333,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,6.1,2022-11-23,0.4807692307692307,10.0,jordan_goodwin
25.0,0.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,5.0,6.0,2.0,2.0,0.0,2.0,3.0,7.0,7.4,2022-11-25,0.7172131147540983,6.0,jordan_goodwin
24.0,0.0,4.0,8.0,0.5,0.0,3.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,9.0,7.8,2022-11-27,0.5067567567567567,10.0,jordan_goodwin
22.0,0.0,5.0,6.0,0.833,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,6.0,1.0,0.0,2.0,2.0,10.0,11.1,2022-11-28,0.8333333333333334,6.0,jordan_goodwin
19.0,0.0,1.0,5.0,0.2,0.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,5.0,4.9,2022-11-30,0.39556962025316456,8.0,jordan_goodwin
14.0,0.0,1.0,5.0,0.2,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,3.0,1.8,2022-12-02,0.3,5.0,jordan_goodwin
25.0,0.0,3.0,9.0,0.333,1.0,2.0,0.5,1.0,1.0,1.0,2.0,5.0,7.0,3.0,2.0,1.0,1.0,3.0,8.0,8.4,2022-12-04,0.42372881355932207,10.0,jordan_goodwin
12.0,0.0,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,2.9,2022-12-07,0.3333333333333333,6.0,jordan_goodwin
33.0,0.0,6.0,10.0,0.6,3.0,5.0,0.6,4.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,0.0,2.0,2.0,19.0,20.7,2022-12-09,0.8078231292517007,14.0,jordan_goodwin
38.0,1.0,6.0,13.0,0.462,2.0,5.0,0.4,3.0,4.0,0.75,2.0,2.0,4.0,6.0,6.0,0.0,1.0,3.0,17.0,19.9,2022-12-10,0.575880758807588,17.0,jordan_goodwin
35.0,1.0,5.0,9.0,0.556,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,7.0,2.0,0.0,3.0,1.0,11.0,11.0,2022-12-12,0.5566801619433198,11.0,jordan_goodwin
20.0,0.0,5.0,12.0,0.417,1.0,4.0,0.25,1.0,2.0,0.5,1.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,12.0,8.4,2022-12-14,0.4658385093167702,14.0,jordan_goodwin
22.0,0.0,2.0,7.0,0.286,0.0,2.0,0.0,3.0,3.0,1.0,3.0,5.0,8.0,3.0,3.0,0.0,1.0,3.0,7.0,9.4,2022-12-17,0.4206730769230769,10.0,jordan_goodwin
19.0,0.0,3.0,5.0,0.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,2.0,7.0,9.5,2022-12-18,0.6433823529411764,6.0,jordan_goodwin
15.0,0.0,5.0,9.0,0.556,1.0,2.0,0.5,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,2.0,2.0,11.0,7.5,2022-12-22,0.6111111111111112,9.0,jordan_goodwin
21.0,0.0,4.0,6.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,7.0,2023-01-06,0.75,6.0,jordan_goodwin
13.0,0.0,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,6.0,2.5,2023-01-11,0.5,6.0,jordan_goodwin
25.0,1.0,2.0,12.0,0.167,1.0,5.0,0.2,0.0,0.0,,1.0,4.0,5.0,3.0,1.0,1.0,0.0,3.0,5.0,1.9,2023-01-13,0.20833333333333334,12.0,jordan_goodwin
14.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.9,2023-01-16,0.6147540983606558,3.0,jordan_goodwin
14.0,0.0,1.0,4.0,0.25,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,6.3,2023-01-25,0.5122950819672131,6.0,jordan_goodwin
17.0,0.0,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.2,2023-02-08,0.3333333333333333,6.0,jordan_goodwin
18.0,0.0,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,6.0,9.4,2023-02-28,0.7731958762886598,5.0,jordan_goodwin
12.0,0.0,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,4.3,2023-03-02,0.8333333333333334,3.0,jordan_goodwin
20.0,0.0,3.0,4.0,0.75,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,7.0,6.1,2023-03-04,0.7882882882882882,5.0,jordan_goodwin
16.0,0.0,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,1.0,0.0,3.0,6.0,9.0,2023-03-07,0.75,4.0,jordan_goodwin
12.0,0.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.9,2023-03-14,0.3333333333333333,3.0,jordan_goodwin
19.0,0.0,2.0,4.0,0.5,0.0,2.0,0.0,3.0,5.0,0.6,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,7.0,7.4,2023-03-21,0.564516129032258,9.0,jordan_goodwin
18.0,0.0,5.0,8.0,0.625,0.0,3.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0,8.9,2023-03-22,0.6756756756756757,10.0,jordan_goodwin
30.0,0.0,6.0,11.0,0.545,1.0,4.0,0.25,4.0,5.0,0.8,2.0,3.0,5.0,5.0,2.0,0.0,0.0,1.0,17.0,18.7,2023-03-24,0.6439393939393939,16.0,jordan_goodwin
20.0,0.0,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,9.0,5.6,2023-03-26,0.5,9.0,jordan_goodwin
11.0,0.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.4,2023-03-28,0.3333333333333333,3.0,jordan_goodwin
17.0,0.0,2.0,9.0,0.222,1.0,5.0,0.2,2.0,2.0,1.0,2.0,3.0,5.0,5.0,1.0,0.0,2.0,1.0,7.0,5.9,2023-03-31,0.35425101214574894,11.0,jordan_goodwin
24.0,0.0,5.0,11.0,0.455,1.0,3.0,0.333,0.0,0.0,,3.0,4.0,7.0,6.0,1.0,0.0,0.0,2.0,11.0,13.0,2023-04-02,0.5,11.0,jordan_goodwin
28.0,1.0,6.0,16.0,0.375,2.0,4.0,0.5,0.0,0.0,,1.0,3.0,4.0,9.0,0.0,1.0,3.0,2.0,14.0,10.0,2023-04-04,0.4375,16.0,jordan_goodwin
29.0,1.0,4.0,10.0,0.4,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,10.0,12.3,2023-04-05,0.45955882352941174,12.0,jordan_goodwin
19.0,0.0,3.0,9.0,0.333,0.0,3.0,0.0,0.0,0.0,,2.0,7.0,9.0,4.0,0.0,0.0,1.0,0.0,6.0,6.2,2023-04-07,0.3333333333333333,9.0,jordan_goodwin
29.0,1.0,8.0,14.0,0.571,3.0,8.0,0.375,3.0,4.0,0.75,0.0,5.0,5.0,5.0,2.0,1.0,4.0,3.0,22.0,17.5,2023-04-09,0.6979695431472082,18.0,jordan_goodwin
